arma_dags,midgildi,medaltal,neysluverdsvisitala,year,tax1,tax2,tax3,kr1,kr2,pers_afsl,lif_sjod,vr,skattleysismork,skattur,utborgad,utborgad_fast
1993-06-01,97600,112344.26651277088,166.2,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,16586.840000000004,80037.16,481.57135980746096
1993-07-01,98450,109415.4450973808,167.7,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,16938.230000000003,80527.26999999999,480.1864639236732
1993-08-01,99500,111229.88361369653,169.2,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17372.300000000003,81132.7,479.50768321513004
1993-09-01,100000,110764.55990970654,169.8,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17579.000000000007,81421,479.51118963486454
1993-10-01,100300,112549.80064073227,170.8,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17703.020000000004,81593.98,477.7165105386416
1993-11-01,97200,109147.9427198235,170.8,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,16421.480000000003,79806.51999999999,467.251288056206
1993-12-01,102000,115509.51204374169,169.9,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,18405.800000000003,82574.2,486.01648028251907
1994-01-01,100300,110657.70401729418,169.3,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18031.840833333335,81265.15916666666,480.0068468202402
1994-02-01,100750,111482.40380454382,169.5,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18220.10208333333,81522.39791666667,480.9580998033432
1994-03-01,94300,106977.5828435266,169.7,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,15521.690833333334,77835.30916666667,458.6641671577294
1994-04-01,102000,113836.48165898617,169.9,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18743.050000000003,82236.95,484.03148911124185
1994-05-01,97300,110150.14402618658,169.9,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,16776.76583333333,79550.23416666666,468.21797626054536
1994-06-01,101000,113251.0265680858,170.1,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18324.691666666666,81665.30833333333,480.10175387027243
1994-07-01,95700,107306.1121235851,170.4,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,16107.392500000002,78635.6075,461.4765698356807
1994-08-01,99300,110104.0281885775,170.5,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,17613.4825,80693.5175,473.27576246334314
1994-09-01,101550,114147.50827670326,171,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18554.78875,81979.71125,479.4135160818713
1994-10-01,101100,113119.04531222822,170.8,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,18366.527499999997,81722.4725,478.46880854800935
1994-11-01,100000,113161.94834858735,170.7,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,17906.333333333336,81093.66666666666,475.0654169107596
1994-12-01,103700,118995.58421089337,170.8,1994,0.41835833333333333,0.41835833333333333,0.41835833333333333,0,0,23929.5,0,0.01,57198.573790410934,19454.259166666663,83208.74083333334,487.1706137782982
1995-01-01,101200,114466.07977980445,172.1,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,17939.160000000003,82248.84,477.91307379430566
1995-02-01,101200,113339.87093389298,172.3,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,17939.160000000003,82248.84,477.3583284968078
1995-03-01,106350,117387.7692511949,172,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,20098.555,85187.945,495.27875000000006
1995-04-01,107300,119167.37721210008,171.8,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,20496.89,85730.11,499.01111757857973
1995-05-01,102600,116842.85390839582,172.1,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,18526.18,83047.82,482.55560720511335
1995-06-01,102000,115337.0805588585,172.3,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,18274.6,82705.4,480.00812536273935
1995-07-01,105000,116646.07480818414,172.8,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,19532.5,84417.5,488.527199074074
1995-08-01,104100,115469.92086563307,173.5,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,19155.129999999997,83903.87,483.5957925072046
1995-09-01,107250,119557.34863314209,174.1,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,20475.925000000003,85701.575,492.25488225157955
1995-10-01,102600,115318.24810224632,174.9,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,18526.18,83047.82,474.83030303030307
1995-11-01,110400,123148.01001564946,174.3,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,21796.72,87499.28,502.0039013195639
1995-12-01,111800,146762.6957744828,174.2,1995,0.4193,0.4193,0.4193,0,0,24494,0,0.01,58416.40829954686,22383.739999999998,88298.26000000001,506.8786452353617
1996-01-01,102700,116259.80729470006,174.9,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,17882.2943,82250.20569999999,470.269901086335
1996-02-01,109500,121476.38761032748,175.2,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,20691.4355,86071.06450000001,491.2731992009133
1996-03-01,110500,123130.17652843797,175.5,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,21104.544499999996,86632.95550000001,493.6350740740741
1996-04-01,105700,119466.89332222895,175.8,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,19121.6213,83935.8787,477.4509596131968
1996-05-01,112550,125817.71960965115,176.9,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,21951.417950000003,87784.83205,496.23986461277553
1996-06-01,110600,123154.61228122219,176.7,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,21145.8554,86689.1446,490.60070514997176
1996-07-01,109700,121890.63016092623,176.9,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,20774.0573,86183.4427,487.1873527416619
1996-08-01,102700,116023.3354024962,178,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,17882.2943,82250.20569999999,462.0798073033707
1996-09-01,112900,126530.07108933284,178.4,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,22096.0061,87981.4939,493.16980885650224
1996-10-01,112200,125693.30107443767,178.5,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,21806.8298,87588.1702,490.69002913165264
1996-11-01,112600,126759.92753931152,178.6,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,21972.0734,87812.9266,491.6737211646137
1996-12-01,124700,190976.32990431946,177.8,1996,0.4194,0.4194,0.4194,0,0,24544,0.015,0.01,59412.891028759965,26970.692300000002,94611.8077,532.1249026996626
1997-01-01,106200,120699.59472547608,178.4,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,17994.050400000007,83426.94959999999,467.6398520179372
1997-02-01,111650,126631.43970880212,178.5,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,20144.031800000004,86481.7182,484.491418487395
1997-03-01,115400,127991.1233447099,178.4,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,21623.376800000005,88583.6232,496.5449730941704
1997-04-01,125100,137953.7027551706,179.7,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,25449.949200000003,94020.5508,523.208407345576
1997-05-01,117700,133393.14296577947,179.4,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,22530.708400000003,89872.7916,500.96316387959865
1997-06-01,122700,137058.66709038604,179.8,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,24503.16840000001,92675.33159999999,515.435659621802
1997-07-01,122500,135591.72686827392,180.1,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,24424.270000000004,92563.23,513.9546363131593
1997-08-01,116000,129919.91149446841,180.6,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,21860.072000000007,88919.92799999999,492.35840531561456
1997-09-01,115100,132988.54964054422,181.3,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,21505.029200000004,88415.4708,487.67496304467727
1997-10-01,129000,143178.50165819147,181.9,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,26988.468000000008,96206.53199999999,528.8979219351291
1997-11-01,130000,145143.9411680606,181.7,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,27382.960000000006,96767.04,532.5648871766648
1997-12-01,136500,210423.54121323134,181.4,1997,0.40880000000000005,0.40880000000000005,0.40880000000000005,0,0,23901,0.035,0.01,60586.779960049884,29947.15800000001,100410.34199999999,553.53
1998-01-01,132700,147206.23270993767,182.4,1998,0.3902,0.3902,0.3902,0,0,23360,0.04,0.01,62361.18229967539,26348.358399999997,99716.6416,546.6921140350877
1998-02-01,133000,147205.43093082216,182,1998,0.3902,0.3902,0.3902,0,0,23360,0.04,0.01,62361.18229967539,26460.735999999997,99889.264,548.8421098901099
1998-03-01,134200,148194.6473296501,182.7,1998,0.3902,0.3902,0.3902,0,0,23360,0.04,0.01,62361.18229967539,26910.246399999996,100579.7536,550.5186294471812
1998-04-01,135200,151362.96044017273,183.1,1998,0.3902,0.3902,0.3902,0,0,23360,0.04,0.01,62361.18229967539,27284.8384,101155.16159999999,552.4585559803386
