arma_dags,midgildi,medaltal,neysluverdsvisitala,year,tax1,tax2,tax3,kr1,kr2,pers_afsl,lif_sjod,vr,skattleysismork,skattur,utborgad,utborgad_fast
1991-04-01,92200,104304.87357135632,151,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,13309.880000000005,77968.12,516.3451655629138
1991-05-01,92800,104269.92274678111,152.8,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,13548.620000000003,78323.38,512.5875654450261
1991-06-01,92900,104399.26552950835,154.9,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,13588.410000000003,78382.59,506.0205939315687
1991-07-01,91800,101872.6690647482,156,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,13150.720000000001,77731.28,498.2774358974359
1991-08-01,90800,101471.35649827891,157.2,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,12752.82,77139.18,490.7072519083969
1991-09-01,94300,107200.33300297325,158.1,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,14145.470000000001,79211.53,501.0216951296648
1991-10-01,95000,105498.94993932039,159.3,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,14424,79626,499.84934086629
1991-11-01,96700,107040.97803479445,160,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,15100.43,80632.57,503.95356250000003
1991-12-01,98700,111298.0691960555,159.8,1991,0.39790000000000003,0.39790000000000003,0.39790000000000003,0,0,23376.5,0,0.01,58749.685850716254,15896.230000000003,81816.76999999999,511.9948060075093
1992-01-01,90000,102231.90675470688,160.2,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,11897.5,77202.5,481.91323345817733
1992-02-01,95000,105564.71310240965,160.4,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,13890,80160,499.7506234413965
1992-03-01,95000,106547.92807732399,160.6,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,13890,80160,499.1282689912827
1992-04-01,96000,106277.60637707949,160.6,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,14288.5,80751.5,502.81133250311336
1992-05-01,99000,111793.20395150427,160.5,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,15484,82526,514.1806853582555
1992-06-01,95300,107291.79998355804,161.1,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,14009.550000000003,80337.45,498.6806331471136
1992-07-01,95700,106622.75781925004,161.4,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,14168.950000000004,80574.04999999999,499.21964064436173
1992-08-01,95500,105761.96248440564,161.4,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,14089.25,80455.75,498.4866790582404
1992-09-01,98500,108894.86243042671,161.3,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,15284.75,82230.25,509.79696218226906
1992-10-01,99100,109123.65261288211,161.4,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,15523.849999999999,82585.15,511.6799876084262
1992-11-01,98000,109952.59265673709,161.4,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,15085.5,81934.5,507.64869888475835
1992-12-01,102600,115859.35265056462,162.2,1992,0.3985,0.3985,0.3985,0,0,23967.5,0,0.01,60144.29109159347,16918.6,84655.4,521.9198520345253
1993-01-01,99700,109404.1477152984,164.1,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17454.980000000003,81248.01999999999,495.1128580134064
1993-02-01,97300,107732.82105651332,165.3,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,16462.820000000007,79864.18,483.1468844525105
1993-03-01,100000,112407.89662776807,165.4,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17579.000000000007,81421,492.26723095525995
1993-04-01,100100,111321.48273645547,165.9,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17620.340000000004,81478.66,491.13116335141655
1993-05-01,100000,111833.28091481252,166.3,1993,0.41340000000000005,0.41340000000000005,0.41340000000000005,0,0,23761,0,0.01,57477.01983551039,17579.000000000007,81421,489.60312687913404
